"date","time","load_act"
"20210122","0900","14"
"20210122","1000","13"
"20210122","1100","14"
"20210122","1200","14"
"20210122","1300","16"
"20210122","1400","17"
"20210122","1500","15"
"20210122","1600","14"
"20210122","1700","13"
"20210122","1800","13"
"20210122","1900","10"
"20210122","2000","10"
"20210122","2100","10"
"20210122","2200","11"
"20210122","2300","8"
"20210123","0000","9"
"20210123","0100","10"
"20210123","0200","11"
"20210123","0300","12"
"20210123","0400","13"
"20210123","0500","15"
"20210123","0600","17"
"20210123","0700","17"
"20210123","0800","18"
"20210123","0900","18"
"20210123","1000","18"
"20210123","1100","18"
"20210123","1200","19"
"20210123","1300","19"
"20210123","1400","20"
"20210123","1500","20"
"20210123","1600","21"
"20210123","1700","23"
"20210123","1800","23"
"20210123","1900","23"
"20210123","2000","23"
"20210123","2100","24"
"20210123","2200","25"
"20210123","2300","26"
"20210124","0000","26"
"20210124","0100","27"
"20210124","0200","28"
"20210124","0300","28"
"20210124","0400","29"
"20210124","0500","27"
"20210124","0600","26"
"20210124","0700","26"
"20210124","0800","26"
"20210124","0900","25"
"20210124","1000","24"
"20210124","1100","25"
"20210124","1200","25"
"20210124","1300","25"
"20210124","1400","25"
"20210124","1500","25"
"20210124","1600","24"
"20210124","1700","24"
"20210124","1800","23"
"20210124","1900","22"
"20210124","2000","22"
"20210124","2100","22"
"20210124","2200","21"
"20210124","2300","20"
"20210125","0000","17"
"20210125","0100","16"
"20210125","0200","16"
"20210125","0300","17"
"20210125","0400","16"
"20210125","0500","15"
"20210125","0600","14"
"20210125","0700","14"
"20210125","0800","12"
"20210125","0900","11"
"20210125","1000","9"
"20210125","1100","8"
"20210125","1200","8"
"20210125","1300","8"
"20210125","1400","8"
"20210125","1500","8"
"20210125","1600","8"
"20210125","1700","8"
"20210125","1800","9"
"20210125","1900","8"
"20210125","2000","7"
"20210125","2100","8"
"20210125","2200","7"
"20210125","2300","7"
"20210126","0000","7"
"20210126","0100","6"
"20210126","0200","6"
"20210126","0300","5"
"20210126","0400","5"
"20210126","0500","4"
"20210126","0600","4"
"20210126","0700","4"
"20210126","0800","4"
"20210126","0900","4"
"20210126","1000","4"
"20210126","1100","5"
"20210126","1200","5"
"20210126","1300","5"
"20210126","1400","6"
"20210126","1500","6"
"20210126","1600","6"
"20210126","1700","6"
"20210126","1800","8"
"20210126","1900","9"
"20210126","2000","13"
"20210126","2100","13"
"20210126","2200","16"
"20210126","2300","17"
"20210127","0000","22"
"20210127","0100","24"
"20210127","0200","26"
"20210127","0300","25"
"20210127","0400","23"
"20210127","0500","22"
"20210127","0600","21"
"20210127","0700","22"
"20210127","0800","24"
"20210127","0900","24"
"20210127","1000","22"
"20210127","1100","21"
"20210127","1200","22"
"20210127","1300","24"
"20210127","1400","25"
"20210127","1500","26"
"20210127","1600","28"
"20210127","1700","30"
"20210127","1800","33"
"20210127","1900","31"
"20210127","2000","31"
"20210127","2100","30"
"20210127","2200","29"
"20210127","2300","28"
"20210128","0000","27"
"20210128","0100","26"
"20210128","0200","25"
"20210128","0300","22"
"20210128","0400","21"
"20210128","0500","20"
"20210128","0600","19"
"20210128","0700","19"
"20210128","0800","19"
"20210128","0900","19"
"20210128","1000","19"
"20210128","1100","19"
"20210128","1200","19"
"20210128","1300","16"
"20210128","1400","16"
"20210128","1500","15"
"20210128","1600","15"
"20210128","1700","14"
"20210128","1800","13"
"20210128","1900","12"
"20210128","2000","11"
"20210128","2100","10"
"20210128","2200","8"
"20210128","2300","7"
"20210129","0000","8"
"20210129","0100","10"
"20210129","0200","11"
"20210129","0300","13"
"20210129","0400","15"
"20210129","0500","20"
"20210129","0600","24"
"20210129","0700","28"
"20210129","0800","28"
"20210129","0900","30"
"20210129","1000","31"
"20210129","1100","34"
"20210129","1200","34"
"20210129","1300","33"
"20210129","1400","33"
"20210129","1500","34"
"20210129","1600","34"
"20210129","1700","34"
"20210129","1800","33"
"20210129","1900","32"
"20210129","2000","32"
"20210129","2100","31"
"20210129","2200","32"
"20210129","2300","31"
"20210130","0000","28"
"20210130","0100","28"
"20210130","0200","29"
"20210130","0300","30"
"20210130","0400","27"
"20210130","0500","28"
"20210130","0600","28"
"20210130","0700","27"
"20210130","0800","25"
"20210130","0900","25"
"20210130","1000","27"
"20210130","1100","28"
"20210130","1200","28"
"20210130","1300","28"
"20210130","1400","27"
"20210130","1500","26"
"20210130","1600","22"
"20210130","1700","19"
"20210130","1800","18"
"20210130","1900","17"
"20210130","2000","17"
"20210130","2100","18"
"20210130","2200","19"
"20210130","2300","17"
"20210131","0000","14"
"20210131","0100","13"
"20210131","0200","14"
"20210131","0300","14"
"20210131","0400","16"
"20210131","0500","19"
"20210131","0600","18"
"20210131","0700","18"
"20210131","0800","18"
"20210131","0900","19"
"20210131","1000","21"
"20210131","1100","21"
"20210131","1200","21"
"20210131","1300","21"
"20210131","1400","21"
"20210131","1500","20"
"20210131","1600","19"
"20210131","1700","17"
"20210131","1800","15"
"20210131","1900","14"
"20210131","2000","11"
"20210131","2100","9"
"20210131","2200","10"
"20210131","2300","9"
"20210201","0000","8"
"20210201","0100","8"
"20210201","0200","6"
"20210201","0300","4"
"20210201","0400","3"
"20210201","0500","4"
"20210201","0600","4"
"20210201","0700","4"
"20210201","0800","6"
"20210201","0900","7"
"20210201","1000","8"
"20210201","1100","11"
"20210201","1200","13"
"20210201","1300","14"
"20210201","1400","16"
"20210201","1500","18"
"20210201","1600","20"
"20210201","1700","21"
"20210201","1800","23"
"20210201","1900","24"
"20210201","2000","25"
"20210201","2100","27"
"20210201","2200","29"
"20210201","2300","30"
"20210202","0000","30"
"20210202","0100","31"
"20210202","0200","31"
"20210202","0300","29"
"20210202","0400","31"
"20210202","0500","35"
"20210202","0600","37"
"20210202","0700","39"
"20210202","0800","41"
"20210202","0900","38"
"20210202","1000","33"
"20210202","1100","28"
"20210202","1200","28"
"20210202","1300","29"
"20210202","1400","28"
"20210202","1500","28"
"20210202","1600","28"
"20210202","1700","30"
"20210202","1800","31"
"20210202","1900","28"
"20210202","2000","26"
"20210202","2100","24"
"20210202","2200","24"
"20210202","2300","22"
"20210203","0000","19"
"20210203","0100","18"
"20210203","0200","20"
"20210203","0300","17"
"20210203","0400","17"
"20210203","0500","17"
"20210203","0600","18"
"20210203","0700","20"
"20210203","0800","18"
"20210203","0900","19"
"20210203","1000","19"
"20210203","1100","19"
"20210203","1200","19"
"20210203","1300","18"
"20210203","1400","18"
"20210203","1500","17"
"20210203","1600","16"
"20210203","1700","14"
"20210203","1800","13"
"20210203","1900","12"
"20210203","2000","11"
"20210203","2100","12"
"20210203","2200","16"
"20210203","2300","18"
"20210204","0000","18"
"20210204","0100","17"
"20210204","0200","18"
"20210204","0300","18"
"20210204","0400","15"
"20210204","0500","14"
"20210204","0600","12"
"20210204","0700","12"
"20210204","0800","11"
"20210204","0900","11"
"20210204","1000","15"
